date,news_id,source,title_raw,url,sentiment_label,p_pos,p_neu,p_neg,sentiment_score_abs
2026-05-07,71825b203b3466e8a2744717ca58d937,Yahoo Finance - Markets,"The UK Economy Looks Great on Paper, But Questions Are Mounting",https://finance.yahoo.com/economy/articles/uk-economy-looks-great-paper-164319183.html,,,,,
2026-05-07,9f342104d3ede4a8fa70893ab429221f,Yahoo Finance - Markets,Factbox-Airlines cancel flights in response to Middle East conflict,https://finance.yahoo.com/news/factbox-airlines-cancel-flights-us-123532820.html,,,,,
2026-05-08,72a3970e2c91db82e3bb2cb105659bc5,Yahoo Finance - Markets,Analyst Report: Monster Beverage Corp,https://finance.yahoo.com/research/reports/ARGUS_3631_AnalystReport_1778266345000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei,,,,,
2026-05-07,ae3bf80ebd4c20253e23a22ee78cfddd,Yahoo Finance - Markets,Hallador (HNRG) Q1 2026 Earnings Call Transcript,https://finance.yahoo.com/markets/stocks/articles/hallador-hnrg-q1-2026-earnings-162723002.html,,,,,
2026-05-07,33862e08576d3194eae17adbae1345fb,Yahoo Finance - Markets,Advanced Flower Capital Inc. Q1 2026 Earnings Call Summary,https://finance.yahoo.com/markets/stocks/articles/advanced-flower-capital-inc-q1-164800145.html,,,,,
2026-05-07,71d759e58cfdb0e09a4cee2c36f44fe0,Yahoo Finance - Markets,"BGC Group, Inc Q1 2026 Earnings Call Summary",https://finance.yahoo.com/markets/stocks/articles/bgc-group-inc-q1-2026-164828258.html,,,,,
2026-05-07,e1754102deb64898249529bb9fb22d2b,Yahoo Finance - Markets,Chatham Lodging Trust Q1 2026 Earnings Call Summary,https://finance.yahoo.com/markets/stocks/articles/chatham-lodging-trust-q1-2026-164949217.html,,,,,
2026-05-07,fc773c57383b344b5f18cc6b0c1d079a,Yahoo Finance - Markets,Cushman & Wakefield plc Q1 2026 Earnings Call Summary,https://finance.yahoo.com/markets/stocks/articles/cushman-wakefield-plc-q1-2026-165048941.html,,,,,
2026-05-08,f2bc3a91c8bf942045cf88fbc0594bc8,Yahoo Finance - Markets,Analyst Report: eBay Inc,https://finance.yahoo.com/research/reports/ARGUS_2916_AnalystReport_1778266345000?yptr=yahoo&ncid=yahooproperties_plusresear_nm5q6ze1cei,,,,,
2026-05-07,61b5a08cf8b1d65e4e2024ea19aba1b5,Yahoo Finance - Markets,Lisanti Capital Dumps $5.4 Million Alphatec Stake as Medical Device Maker Struggles,https://finance.yahoo.com/sectors/healthcare/articles/lisanti-capital-dumps-5-4-162714530.html,,,,,
2026-05-07,b9afcdf54fbdadfc667b46edcd479b75,Yahoo Finance - Markets,Apple Stock Just Broke to New Record Highs with $300 Just Around the Corner,https://finance.yahoo.com/markets/stocks/articles/apple-stock-just-broke-record-161003931.html,,,,,
