mode,batch_size,n_runs,mean_ms,p50_ms,p95_ms,p99_ms,min_ms,max_ms,throughput_req_s,errors,error_ratio
single_request,1,2000,2.5499928501376417,2.484849996108096,2.82320000405889,3.0892420052259695,2.272199999424629,50.85790000157431,392.15796230409927,0,0.0
