mode,batch_size,n_runs,total_items,mean_batch_ms,p50_batch_ms,p95_batch_ms,p99_batch_ms,mean_per_item_ms,p95_per_item_ms,throughput_req_s,errors,error_ratio
batch,1,500,500,2.582704200176522,2.5539499984006397,2.8974050015676767,3.1731249984295564,2.582704200176522,2.8974050015676767,387.1910689314139,0,0.0
batch,8,500,4000,2.6036569998250343,2.5809500002651475,2.9609750017698384,3.200709010270657,0.3254571249781293,0.3701218752212298,3072.6013451609024,0,0.0
batch,16,500,8000,2.488671799743315,2.439550000417512,2.8793299919925626,3.216507000324782,0.1555419874839572,0.17995812449953516,6429.132198809928,0,0.0
