date,asset,n_news_total,sent_index_mean,sent_index_strength,share_pos,share_neg,share_neu,open,close,fx_diff,fx_return,real_dir,target_up,prob_up_baseline,pred_up_baseline,signal_baseline,hit_baseline,prob_up_var1,pred_up_var1,signal_var1,hit_var1,prob_up_rf,pred_up_rf,signal_rf,hit_rf
2026-04-01,USD/PEN,29,0.1037326865540496,0.0779211394665917,0.0344827586206896,0.0,0.9655172413793104,3.40971302986145,3.494999885559082,0.08528685569763184,0.025012913095826532,UP,1,0.45454545454545453,0,NO_UP,False,0.625,1,UP,True,0.4341563860966882,0,NO_UP,False
2026-04-02,USD/PEN,1,0.43162277713418,0.2143674505508284,0.0,0.0,1.0,3.4115068912506104,3.4590001106262207,0.04749321937561035,0.01392147836412548,UP,1,0.4659090909090909,0,NO_UP,False,0.5340909090909091,1,UP,True,0.733571437896258,1,UP,True
2026-04-06,USD/PEN,27,0.0736784396900071,0.0602129364449621,0.0,0.0,1.0,3.450999975204468,3.3826050758361816,-0.06839489936828658,-0.019818864056709896,DOWN,0,0.9886363636363636,1,UP,False,0.9772727272727273,1,UP,False,0.3244545474725456,0,NO_UP,True
2026-04-07,USD/PEN,1,0.0632879938930273,0.0555676974072765,0.0,0.0,1.0,3.422499895095825,3.422499895095825,0.0,0.0,FLAT,0,0.29545454545454547,0,NO_UP,True,0.9659090909090909,1,UP,False,0.09750895376737495,0,NO_UP,True
2026-04-08,USD/PEN,28,0.1282879371262554,0.0942791299100464,0.0357142857142857,0.0,0.9642857142857144,3.3221240043640137,3.424999952316284,0.10287594795227051,0.030966919903390254,UP,1,0.23863636363636365,0,NO_UP,False,0.23863636363636365,0,NO_UP,False,0.3771007180276449,0,NO_UP,False
2026-04-09,USD/PEN,1,0.5566264931112528,0.3185925527568274,1.0,0.0,0.0,3.3142249584198,3.380500078201294,0.06627511978149414,0.01999716996069382,UP,1,0.7159090909090909,1,UP,True,0.4318181818181818,0,NO_UP,False,0.2419360542213072,0,NO_UP,False
2026-04-13,USD/PEN,2,0.1384599665179848,0.1133580084899044,0.0,0.0,1.0,3.3129470348358154,3.3017349243164062,-0.01121211051940918,-0.0033843313525731733,DOWN,0,1.0,1,UP,False,0.9886363636363636,1,UP,False,0.19559879621847323,0,NO_UP,True
2026-04-16,USD/PEN,27,0.0534790975421115,0.0453029401776227,0.0,0.037037037037037,0.9629629629629628,3.312088966369629,3.438999891281128,0.12691092491149902,0.038317486698011535,UP,1,0.7613636363636364,1,UP,True,1.0,1,UP,True,0.08834785379130548,0,NO_UP,False
2026-04-17,USD/PEN,1,0.0296071972697973,0.0273232370874111,0.0,0.0,1.0,3.371830940246582,3.3724379539489746,0.0006070137023925781,0.00018002495176943457,UP,1,0.17045454545454544,0,NO_UP,False,0.4431818181818182,0,NO_UP,False,0.43703222156797694,0,NO_UP,False
2026-04-20,USD/PEN,1,0.0718032140284776,0.0632474728404597,0.0,0.0,1.0,3.38385009765625,3.386658906936645,0.0028088092803950637,0.0008300631527207793,UP,1,0.11363636363636363,0,NO_UP,False,0.11363636363636363,0,NO_UP,False,0.45871451983474704,0,NO_UP,False
2026-04-27,USD/PEN,26,0.1228986406483902,0.0879411087206688,0.0384615384615384,0.0,0.9615384615384616,3.4202609062194824,3.3932180404663086,-0.027042865753173828,-0.007906667501300398,DOWN,0,0.2840909090909091,0,NO_UP,True,0.14772727272727273,0,NO_UP,True,0.7244341277013647,1,UP,False
2026-05-04,USD/PEN,28,0.0918883719215435,0.070201296393163,0.0357142857142857,0.0,0.9642857142857144,3.439655065536499,3.506999969482422,0.06734490394592285,0.019578970176597855,UP,1,0.6590909090909091,1,UP,True,0.4659090909090909,0,NO_UP,False,0.20995997876697087,0,NO_UP,False
2026-05-05,USD/PEN,2,-0.4146852851845324,-0.3680679493837989,0.0,0.5,0.5,3.503999948501587,3.503999948501587,0.0,0.0,FLAT,0,0.4090909090909091,0,NO_UP,True,0.5909090909090909,1,UP,False,0.39279743611935974,0,NO_UP,True
2026-05-06,USD/PEN,28,0.0631889199638473,0.0468437343231297,0.0357142857142857,0.0357142857142857,0.9285714285714286,3.4302399158477783,3.48799991607666,0.057760000228881836,0.01683847242346795,UP,1,0.022727272727272728,0,NO_UP,False,0.045454545454545456,0,NO_UP,False,0.4967980509491988,0,NO_UP,False
2026-05-07,USD/PEN,3,0.3407096471637487,0.2848123276126452,0.3333333333333333,0.0,0.6666666666666666,3.396878957748413,3.461999893188477,0.06512093544006392,0.019170814223898245,UP,1,0.22727272727272727,0,NO_UP,False,0.03409090909090909,0,NO_UP,False,0.8205799444894384,1,UP,True
2026-05-08,USD/PEN,137,0.0800654910280484,0.0456095543348424,0.1970802919708029,0.1386861313868613,0.6642335766423357,3.406812906265259,3.4570000171661377,0.050187110900878906,0.014731396258533275,UP,1,0.9772727272727273,1,UP,True,0.9545454545454546,1,UP,True,0.2282436419079866,0,NO_UP,False
