date,asset,n_news_total,sent_index_mean,sent_index_strength,share_pos,share_neg,share_neu
2026-01-02,USD/PEN,72,0.0035325585825679,0.002858933699212,0.125,0.1805555555555555,0.6944444444444444
2026-01-03,USD/PEN,33,0.0433400630047827,0.0221526090143839,0.1515151515151515,0.1818181818181818,0.6666666666666666
2026-01-04,USD/PEN,4,-0.3424710272811353,-0.2172838239903261,0.0,0.5,0.5
2026-01-05,USD/PEN,108,-0.0884388991377178,-0.0571954006858372,0.1018518518518518,0.1944444444444444,0.7037037037037037
2026-01-06,USD/PEN,1,-0.7821293752640486,-0.6216546424063931,0.0,1.0,0.0
2026-01-07,USD/PEN,30,0.1110937035332123,0.0811753095872056,0.0333333333333333,0.0,0.9666666666666668
2026-01-08,USD/PEN,2,-0.0552018079906702,-0.0204833598394627,0.0,0.0,1.0
2026-01-09,USD/PEN,47,-0.0864012774595237,-0.0725603641407058,0.1276595744680851,0.2553191489361702,0.6170212765957447
2026-01-10,USD/PEN,29,0.1055512716672543,0.0796868322516365,0.0344827586206896,0.0,0.9655172413793104
2026-01-11,USD/PEN,29,0.1335849132517288,0.094786491290504,0.0344827586206896,0.0,0.9655172413793104
2026-01-26,USD/PEN,29,0.1366405049981228,0.1000280751549262,0.0344827586206896,0.0,0.9655172413793104
2026-01-29,USD/PEN,28,0.1390723034606448,0.0986441737372458,0.1071428571428571,0.0,0.8928571428571429
2026-02-09,USD/PEN,29,0.1059998741116503,0.0799276978925865,0.0344827586206896,0.0,0.9655172413793104
2026-02-10,USD/PEN,29,0.153692634519318,0.1112216184128681,0.0689655172413793,0.0,0.9310344827586208
2026-02-11,USD/PEN,30,0.1538439294633766,0.1072102036675851,0.1,0.0,0.9
2026-02-14,USD/PEN,29,0.1355010649703186,0.0973533716780496,0.0689655172413793,0.0,0.9310344827586208
2026-02-17,USD/PEN,26,-0.0391548068907398,-0.0434996387458008,0.0384615384615384,0.1538461538461538,0.8076923076923077
2026-02-18,USD/PEN,1,0.0765013340860605,0.067840657375275,0.0,0.0,1.0
2026-02-19,USD/PEN,29,0.1054977232847234,0.0821955536680233,0.0344827586206896,0.0,0.9655172413793104
2026-02-20,USD/PEN,29,0.0841689068695594,0.0678300485733402,0.0,0.0,1.0
2026-02-21,USD/PEN,30,0.1604971685136358,0.1137512305514289,0.0333333333333333,0.0,0.9666666666666668
2026-02-23,USD/PEN,29,0.1414521408170975,0.1007732666017698,0.0344827586206896,0.0,0.9655172413793104
2026-02-24,USD/PEN,1,0.0142640806734561,0.0129700781633834,0.0,0.0,1.0
2026-02-25,USD/PEN,30,0.1343894207539658,0.0959022608199921,0.0333333333333333,0.0,0.9666666666666668
2026-03-05,USD/PEN,29,0.1485118623180636,0.1047686891934759,0.1379310344827586,0.0,0.8620689655172413
2026-03-06,USD/PEN,30,0.1067479498994847,0.0835904370803918,0.0333333333333333,0.0,0.9666666666666668
2026-03-07,USD/PEN,29,0.1429541432459292,0.1068460869174005,0.0689655172413793,0.0,0.9310344827586208
2026-03-08,USD/PEN,1,0.1061778832226991,0.0910850847830082,0.0,0.0,1.0
2026-03-10,USD/PEN,27,0.1390828417131194,0.0976280197893402,0.074074074074074,0.0,0.925925925925926
2026-03-11,USD/PEN,29,0.0696954571096033,0.0606529027933502,0.0,0.0,1.0
2026-03-12,USD/PEN,31,0.0808869411928519,0.0585218797200191,0.0,0.032258064516129,0.967741935483871
2026-03-14,USD/PEN,30,0.0864319525659084,0.069787012792841,0.0,0.0,1.0
2026-03-18,USD/PEN,30,0.0539898175746202,0.0407719907493481,0.0,0.0333333333333333,0.9666666666666668
2026-03-19,USD/PEN,30,0.0763725381034115,0.0646982987096541,0.0,0.0,1.0
2026-03-24,USD/PEN,27,0.0986108682290823,0.072095190727041,0.037037037037037,0.0,0.9629629629629628
2026-03-25,USD/PEN,27,0.0837098820203984,0.0692682989935144,0.037037037037037,0.0,0.9629629629629628
2026-03-26,USD/PEN,27,0.045850724119831,0.0434550915547057,0.0,0.037037037037037,0.9629629629629628
2026-03-27,USD/PEN,29,0.1197009127715538,0.093376904752224,0.0344827586206896,0.0,0.9655172413793104
2026-03-28,USD/PEN,25,0.1514097281172871,0.104082018549625,0.04,0.0,0.96
2026-03-29,USD/PEN,2,0.1173594966530799,0.0923705306636967,0.0,0.0,1.0
2026-03-30,USD/PEN,30,0.1014759039506316,0.0767846376502026,0.0666666666666666,0.0,0.9333333333333332
2026-04-01,USD/PEN,29,0.1037326865540496,0.0779211394665917,0.0344827586206896,0.0,0.9655172413793104
2026-04-02,USD/PEN,1,0.43162277713418,0.2143674505508284,0.0,0.0,1.0
2026-04-06,USD/PEN,27,0.0736784396900071,0.0602129364449621,0.0,0.0,1.0
2026-04-07,USD/PEN,1,0.0632879938930273,0.0555676974072765,0.0,0.0,1.0
2026-04-08,USD/PEN,28,0.1282879371262554,0.0942791299100464,0.0357142857142857,0.0,0.9642857142857144
2026-04-09,USD/PEN,1,0.5566264931112528,0.3185925527568274,1.0,0.0,0.0
2026-04-11,USD/PEN,30,0.1330083341027299,0.095556740452657,0.0666666666666666,0.0,0.9333333333333332
2026-04-12,USD/PEN,26,0.0672644971010203,0.0586012092419074,0.0,0.0,1.0
2026-04-13,USD/PEN,2,0.1384599665179848,0.1133580084899044,0.0,0.0,1.0
2026-04-16,USD/PEN,27,0.0534790975421115,0.0453029401776227,0.0,0.037037037037037,0.9629629629629628
2026-04-17,USD/PEN,1,0.0296071972697973,0.0273232370874111,0.0,0.0,1.0
2026-04-19,USD/PEN,25,0.0597899851575493,0.0526951473238198,0.0,0.0,1.0
2026-04-20,USD/PEN,1,0.0718032140284776,0.0632474728404597,0.0,0.0,1.0
2026-04-26,USD/PEN,24,0.1166763283933202,0.0856606515545136,0.0416666666666666,0.0,0.9583333333333334
2026-04-27,USD/PEN,26,0.1228986406483902,0.0879411087206688,0.0384615384615384,0.0,0.9615384615384616
2026-05-03,USD/PEN,28,0.093958362837189,0.0718027089118991,0.0357142857142857,0.0,0.9642857142857144
2026-05-04,USD/PEN,28,0.0918883719215435,0.070201296393163,0.0357142857142857,0.0,0.9642857142857144
2026-05-05,USD/PEN,2,-0.4146852851845324,-0.3680679493837989,0.0,0.5,0.5
2026-05-06,USD/PEN,28,0.0631889199638473,0.0468437343231297,0.0357142857142857,0.0357142857142857,0.9285714285714286
2026-05-07,USD/PEN,3,0.3407096471637487,0.2848123276126452,0.3333333333333333,0.0,0.6666666666666666
2026-05-08,USD/PEN,137,0.0800654910280484,0.0456095543348424,0.1970802919708029,0.1386861313868613,0.6642335766423357
