date,asset,n_news_total,sent_index_mean,sent_index_strength,share_pos,share_neg,share_neu,open,close,signal,real_dir,hit
2026-04-06,USD/PEN,27,0.0736784396900071,0.0602129364449621,0.0,0.0,1.0,3.4509999752044678,3.3826050758361816,UP,DOWN,0
2026-04-07,USD/PEN,1,0.0632879938930273,0.0555676974072765,0.0,0.0,1.0,3.422499895095825,3.422499895095825,UP,FLAT,0
2026-04-08,USD/PEN,28,0.1282879371262554,0.0942791299100464,0.0357142857142857,0.0,0.9642857142857144,3.3221240043640137,3.424999952316284,UP,UP,1
2026-04-09,USD/PEN,1,0.5566264931112528,0.3185925527568274,1.0,0.0,0.0,3.3142249584198,3.380500078201294,UP,UP,1
2026-04-13,USD/PEN,2,0.1384599665179848,0.1133580084899044,0.0,0.0,1.0,3.3129470348358154,3.3017349243164062,UP,DOWN,0
2026-04-16,USD/PEN,27,0.0534790975421115,0.0453029401776227,0.0,0.037037037037037,0.9629629629629628,3.312088966369629,3.438999891281128,UP,UP,1
2026-04-17,USD/PEN,1,0.0296071972697973,0.0273232370874111,0.0,0.0,1.0,3.371830940246582,3.3724379539489746,UP,UP,1
2026-04-20,USD/PEN,1,0.0718032140284776,0.0632474728404597,0.0,0.0,1.0,3.38385009765625,3.3866589069366455,UP,UP,1
2026-04-27,USD/PEN,26,0.1228986406483902,0.0879411087206688,0.0384615384615384,0.0,0.9615384615384616,3.4202609062194824,3.3932180404663086,UP,DOWN,0
2026-05-04,USD/PEN,28,0.0918883719215435,0.070201296393163,0.0357142857142857,0.0,0.9642857142857144,3.439655065536499,3.506999969482422,UP,UP,1
2026-05-05,USD/PEN,2,-0.4146852851845324,-0.3680679493837989,0.0,0.5,0.5,3.503999948501587,3.503999948501587,DOWN,FLAT,0
2026-05-06,USD/PEN,28,0.0631889199638473,0.0468437343231297,0.0357142857142857,0.0357142857142857,0.9285714285714286,3.4302399158477783,3.48799991607666,UP,UP,1
2026-05-07,USD/PEN,3,0.3407096471637487,0.2848123276126452,0.3333333333333333,0.0,0.6666666666666666,3.396878957748413,3.4619998931884766,UP,UP,1
2026-05-08,USD/PEN,137,0.0800654910280484,0.0456095543348424,0.1970802919708029,0.1386861313868613,0.6642335766423357,3.406812906265259,3.4570000171661377,UP,UP,1
