date,asset,n_news_total,sent_index_mean,sent_index_strength,share_pos,share_neg,share_neu,open,close,signal,real_dir,hit
2025-07-03,USD/PEN,28,0.1150514730917555,0.0869345451532774,0.0357142857142857,0.0,0.9642857142857144,3.48404598236084,3.48404598236084,UP,FLAT,0
2025-07-07,USD/PEN,27,0.167341916097535,0.1094342749837127,0.037037037037037,0.0,0.9629629629629628,3.4778618812561035,3.4778618812561035,UP,FLAT,0
2025-07-09,USD/PEN,28,0.1065455062447914,0.0815614575679785,0.0357142857142857,0.0,0.9642857142857144,3.5420000553131104,3.5420000553131104,UP,FLAT,0
2025-07-14,USD/PEN,29,0.1522708459082862,0.1060982019705778,0.0689655172413793,0.0,0.9310344827586208,3.476722002029419,3.476722002029419,UP,FLAT,0
2025-07-16,USD/PEN,28,0.189610595449007,0.1344250924642536,0.1428571428571428,0.0,0.8571428571428571,3.560499906539917,3.560499906539917,UP,FLAT,0
2025-07-17,USD/PEN,29,0.1050313024556842,0.0790393905692456,0.0689655172413793,0.0,0.9310344827586208,3.5445001125335693,3.5445001125335693,UP,FLAT,0
2025-07-22,USD/PEN,29,0.1364395363449022,0.0983038297442942,0.0689655172413793,0.0,0.9310344827586208,3.559000015258789,3.559000015258789,UP,FLAT,0
2025-07-24,USD/PEN,29,0.1400115981954952,0.1010604249433202,0.0,0.0,1.0,3.553499937057495,3.553499937057495,UP,FLAT,0
2025-07-25,USD/PEN,27,0.1517970876561271,0.1053019322228376,0.1111111111111111,0.0,0.8888888888888888,3.553499937057495,3.553499937057495,UP,FLAT,0
2025-07-31,USD/PEN,30,0.0989449656568467,0.0701767478932747,0.0333333333333333,0.0,0.9666666666666668,3.568000078201294,3.568000078201294,UP,FLAT,0
2025-08-04,USD/PEN,26,0.118662671580051,0.0856042669422228,0.0384615384615384,0.0,0.9615384615384616,3.4681849479675293,3.4681849479675293,UP,FLAT,0
2025-08-05,USD/PEN,3,0.104286932076017,0.0819138465478069,0.0,0.0,1.0,3.569999933242798,3.569999933242798,UP,FLAT,0
2025-08-07,USD/PEN,28,0.1196672515278416,0.08916019224588,0.0357142857142857,0.0,0.9642857142857144,3.553999900817871,3.553999900817871,UP,FLAT,0
2025-08-08,USD/PEN,2,0.0608937758952379,0.0546440433252698,0.0,0.0,1.0,3.553999900817871,3.553999900817871,UP,FLAT,0
2025-08-11,USD/PEN,1,0.0310935862362384,0.0291005309960779,0.0,0.0,1.0,3.4663751125335693,3.4663751125335693,UP,FLAT,0
2025-08-13,USD/PEN,29,0.0891037018776967,0.0727388504730208,0.0,0.0,1.0,3.5225000381469727,3.5225000381469727,UP,FLAT,0
2025-08-14,USD/PEN,1,0.0458589531481266,0.041682652253971,0.0,0.0,1.0,3.5399999618530273,3.5399999618530273,UP,FLAT,0
2025-08-15,USD/PEN,27,0.1466274406347009,0.1015970603154758,0.074074074074074,0.0,0.925925925925926,3.559999942779541,3.559999942779541,UP,FLAT,0
2025-08-20,USD/PEN,28,0.1396162642299064,0.1024137216267617,0.0714285714285714,0.0,0.9285714285714286,3.505000114440918,3.505000114440918,UP,FLAT,0
2025-08-21,USD/PEN,28,0.1128738286040191,0.0820461111369113,0.0714285714285714,0.0,0.9285714285714286,3.496999979019165,3.496999979019165,UP,FLAT,0
2025-08-28,USD/PEN,28,0.1426961194457752,0.1069575495453787,0.0357142857142857,0.0,0.9642857142857144,3.549999952316284,3.549999952316284,UP,FLAT,0
2025-09-01,USD/PEN,1,0.0348585918545722,0.0291611897068002,0.0,0.0,1.0,3.4650700092315674,3.4650700092315674,UP,FLAT,0
2025-09-02,USD/PEN,26,0.1235327300472328,0.0910322399414716,0.0384615384615384,0.0,0.9615384615384616,3.4619860649108887,3.4619860649108887,UP,FLAT,0
2025-09-04,USD/PEN,28,0.1835179625278604,0.1176439055749694,0.0714285714285714,0.0,0.9285714285714286,3.5360000133514404,3.5360000133514404,UP,FLAT,0
2025-09-08,USD/PEN,27,0.1492245864054119,0.1022125921312184,0.037037037037037,0.0,0.9629629629629628,3.4449141025543213,3.4449141025543213,UP,FLAT,0
2025-09-09,USD/PEN,29,0.1266377418269885,0.0893627144399979,0.0689655172413793,0.0,0.9310344827586208,3.510999917984009,3.510999917984009,UP,FLAT,0
2025-10-20,USD/PEN,29,0.0840245085800516,0.0667226676673861,0.0344827586206896,0.0,0.9655172413793104,3.326172113418579,3.326172113418579,UP,FLAT,0
2025-10-21,USD/PEN,30,0.1124404983284572,0.0832136586466291,0.0,0.0,1.0,3.371500015258789,3.371500015258789,UP,FLAT,0
2025-10-23,USD/PEN,29,0.0847217415555797,0.0688183393666099,0.0344827586206896,0.0,0.9655172413793104,3.4049999713897705,3.4049999713897705,UP,FLAT,0
2025-10-28,USD/PEN,27,0.1256816386141711,0.0995238932072095,0.074074074074074,0.0,0.925925925925926,3.384999990463257,3.384999990463257,UP,FLAT,0
2025-10-29,USD/PEN,2,0.070485713891685,0.0632563911097658,0.0,0.0,1.0,3.3910000324249268,3.3910000324249268,UP,FLAT,0
2025-10-30,USD/PEN,29,0.1514971787431116,0.1050224677229308,0.1034482758620689,0.0,0.896551724137931,3.3884999752044678,3.3884999752044678,UP,FLAT,0
2025-11-03,USD/PEN,28,0.1264198983221181,0.0928176372488513,0.0714285714285714,0.0,0.9285714285714286,3.3046250343322754,3.3046250343322754,UP,FLAT,0
2025-11-04,USD/PEN,31,0.0710019821361188,0.0472583974661098,0.032258064516129,0.032258064516129,0.935483870967742,3.375,3.375,UP,FLAT,0
2025-11-21,USD/PEN,28,0.0267305685805955,0.0069555923415123,0.0,0.0714285714285714,0.9285714285714286,3.3045449256896973,3.310271978378296,UP,UP,1
2025-12-02,USD/PEN,27,0.1010517692538323,0.0788526255901173,0.0,0.0,1.0,3.371000051498413,3.371000051498413,UP,FLAT,0
2025-12-03,USD/PEN,1,0.1154188811779022,0.0960048525159518,0.0,0.0,1.0,3.296597957611084,3.365999937057495,UP,UP,1
2025-12-08,USD/PEN,29,0.083445287309587,0.0652579644623223,0.0344827586206896,0.0,0.9655172413793104,3.291208028793335,3.292167901992798,UP,UP,1
2025-12-12,USD/PEN,26,0.0562730743907965,0.0436676634302499,0.0384615384615384,0.0769230769230769,0.8846153846153846,3.2959659099578857,3.368000030517578,UP,UP,1
2025-12-15,USD/PEN,30,0.1057656077978511,0.0820756922866064,0.0666666666666666,0.0,0.9333333333333332,3.2944400310516357,3.2933459281921387,UP,DOWN,0
2025-12-16,USD/PEN,1,0.0590671673417091,0.0522326696952428,0.0,0.0,1.0,3.298516035079956,3.367500066757202,UP,UP,1
2025-12-24,USD/PEN,29,0.1048461747323644,0.0800733390169094,0.0344827586206896,0.0,0.9655172413793104,3.29732608795166,3.36299991607666,UP,UP,1
2025-12-26,USD/PEN,26,0.1096520281683367,0.0851285670298239,0.0,0.0,1.0,3.29732608795166,3.36299991607666,UP,UP,1
2025-12-30,USD/PEN,26,0.1409764531283424,0.1030907873338614,0.0384615384615384,0.0,0.9615384615384616,3.2967751026153564,3.365000009536743,UP,UP,1
2026-01-02,USD/PEN,72,0.0035325585825679,0.002858933699212,0.125,0.1805555555555555,0.6944444444444444,3.2914159297943115,3.2978808879852295,UP,UP,1
2026-01-05,USD/PEN,108,-0.0884388991377178,-0.0571954006858372,0.1018518518518518,0.1944444444444444,0.7037037037037037,3.2983779907226562,3.2952659130096436,DOWN,DOWN,1
2026-01-06,USD/PEN,1,-0.7821293752640486,-0.6216546424063931,0.0,1.0,0.0,3.2793619632720947,3.361999988555908,DOWN,UP,0
2026-01-07,USD/PEN,30,0.1110937035332123,0.0811753095872056,0.0333333333333333,0.0,0.9666666666666668,3.297806978225708,3.361999988555908,UP,UP,1
2026-01-08,USD/PEN,2,-0.0552018079906702,-0.0204833598394627,0.0,0.0,1.0,3.2976291179656982,3.361999988555908,DOWN,UP,0
2026-01-09,USD/PEN,47,-0.0864012774595237,-0.0725603641407058,0.1276595744680851,0.2553191489361702,0.6170212765957447,3.301943063735962,3.361999988555908,DOWN,UP,0
2026-01-26,USD/PEN,29,0.1366405049981228,0.1000280751549262,0.0344827586206896,0.0,0.9655172413793104,3.253753900527954,3.261359930038452,UP,UP,1
2026-01-29,USD/PEN,28,0.1390723034606448,0.0986441737372458,0.1071428571428571,0.0,0.8928571428571429,3.280956983566284,3.2775180339813232,UP,DOWN,0
2026-02-09,USD/PEN,29,0.1059998741116503,0.0799276978925865,0.0344827586206896,0.0,0.9655172413793104,3.2862279415130615,3.287242889404297,UP,UP,1
2026-02-10,USD/PEN,29,0.153692634519318,0.1112216184128681,0.0689655172413793,0.0,0.9310344827586208,3.2809510231018066,3.3570001125335693,UP,UP,1
2026-02-11,USD/PEN,30,0.1538439294633766,0.1072102036675851,0.1,0.0,0.9,3.2923738956451416,3.3559999465942383,UP,UP,1
2026-02-17,USD/PEN,26,-0.0391548068907398,-0.0434996387458008,0.0384615384615384,0.1538461538461538,0.8076923076923077,3.2911479473114014,3.287276029586792,DOWN,DOWN,1
2026-02-18,USD/PEN,1,0.0765013340860605,0.067840657375275,0.0,0.0,1.0,3.275718927383423,3.274599075317383,UP,DOWN,0
2026-02-19,USD/PEN,29,0.1054977232847234,0.0821955536680233,0.0344827586206896,0.0,0.9655172413793104,3.2883119583129883,3.3519999980926514,UP,UP,1
2026-02-20,USD/PEN,29,0.0841689068695594,0.0678300485733402,0.0,0.0,1.0,3.290416955947876,3.361999988555908,UP,UP,1
2026-02-23,USD/PEN,29,0.1414521408170975,0.1007732666017698,0.0344827586206896,0.0,0.9655172413793104,3.2746639251708984,3.2837579250335693,UP,UP,1
2026-02-24,USD/PEN,1,0.0142640806734561,0.0129700781633834,0.0,0.0,1.0,3.2869629859924316,3.2828121185302734,UP,DOWN,0
2026-02-25,USD/PEN,30,0.1343894207539658,0.0959022608199921,0.0333333333333333,0.0,0.9666666666666668,3.2917590141296387,3.3580000400543213,UP,UP,1
2026-03-05,USD/PEN,29,0.1485118623180636,0.1047686891934759,0.1379310344827586,0.0,0.8620689655172413,3.3537731170654297,3.400899887084961,UP,UP,1
2026-03-06,USD/PEN,30,0.1067479498994847,0.0835904370803918,0.0333333333333333,0.0,0.9666666666666668,3.341670036315918,3.3423750400543213,UP,UP,1
2026-03-10,USD/PEN,27,0.1390828417131194,0.0976280197893402,0.074074074074074,0.0,0.925925925925926,3.395020008087158,3.486999988555908,UP,UP,1
2026-03-11,USD/PEN,29,0.0696954571096033,0.0606529027933502,0.0,0.0,1.0,3.4231340885162354,3.431999921798706,UP,UP,1
2026-03-12,USD/PEN,31,0.0808869411928519,0.0585218797200191,0.0,0.032258064516129,0.967741935483871,3.3709490299224854,3.4170000553131104,UP,UP,1
2026-03-18,USD/PEN,30,0.0539898175746202,0.0407719907493481,0.0,0.0333333333333333,0.9666666666666668,3.34061598777771,3.4159998893737793,UP,UP,1
2026-03-19,USD/PEN,30,0.0763725381034115,0.0646982987096541,0.0,0.0,1.0,3.366413116455078,3.4260001182556152,UP,UP,1
2026-03-24,USD/PEN,27,0.0986108682290823,0.072095190727041,0.037037037037037,0.0,0.9629629629629628,3.4011480808258057,3.4709999561309814,UP,UP,1
2026-03-25,USD/PEN,27,0.0837098820203984,0.0692682989935144,0.037037037037037,0.0,0.9629629629629628,3.383105993270874,3.3834409713745117,UP,UP,1
2026-03-26,USD/PEN,27,0.045850724119831,0.0434550915547057,0.0,0.037037037037037,0.9629629629629628,3.4600000381469727,3.4600000381469727,UP,FLAT,0
2026-03-27,USD/PEN,29,0.1197009127715538,0.093376904752224,0.0344827586206896,0.0,0.9655172413793104,3.38870906829834,3.387681007385254,UP,DOWN,0
2026-03-30,USD/PEN,30,0.1014759039506316,0.0767846376502026,0.0666666666666666,0.0,0.9333333333333332,3.413886070251465,3.4027979373931885,UP,DOWN,0
2026-04-01,USD/PEN,29,0.1037326865540496,0.0779211394665917,0.0344827586206896,0.0,0.9655172413793104,3.40971302986145,3.494999885559082,UP,UP,1
2026-04-02,USD/PEN,1,0.43162277713418,0.2143674505508284,0.0,0.0,1.0,3.4115068912506104,3.4590001106262207,UP,UP,1
